b'32.914073,-117.100049,2022-7-29 20:35:44,27.63,536.08,6.69\r,1,0\r\n'
b'32.914073,-117.100049,2022-7-29 20:35:44,27.44,594.10,6.29\r,1,0\r\n'
b'32.914078,-117.100052,2022-7-29 20:35:50,27.25,617.10,6.42\r,1,0\r\n'
b'32.914078,-117.100052,2022-7-29 20:35:50,27.00,551.94,6.87\r,1,0\r\n'
b'32.914081,-117.100055,2022-7-29 20:35:54,26.75,549.21,5.48\r,1,0\r\n'
b'32.914081,-117.100055,2022-7-29 20:35:54,26.50,465.85,5.30\r,1,0\r\n'
b'32.914083,-117.100066,2022-7-29 20:35:58,26.31,459.28,5.38\r,1,0\r\n'
b'32.914083,0.433333,2022-7-29 20:35:58,26.13,465.12,5.31\r,1,0\r\n'
b'32.914081,-117.100070,2022-7-29 20:36:02,25.94,462.10,5.41\r,1,0\r\n'
b'32.914081,-117.100070,2022-7-29 20:36:02,25.81,459.62,5.32\r,1,0\r\n'
b'32.914081,-117.100070,2022-7-29 20:36:02,25.69,660.33,5.57\r,1,0\r\n'
b'32.914079,-117.100068,2022-7-29 20:36:08,25.50,1023.87,16.63\r,1,0\r\n'
b'32.914079,-117.100069,2022-7-29 20:36:10,26.00,1068.68,16.27\r,1,0\r\n'
b'32.914077,-117.100069,2022-7-29 20:36:12,26.44,1067.88,15.45\r,1,0\r\n'
b'32.914074,-117.100067,2022-7-29 20:36:14,26.75,1051.92,15.07\r,1,0\r\n'
b'32.914072,-117.100060,2022-7-29 20:36:16,27.00,1057.62,15.22\r,1,0\r\n'
b'32.914074,-117.100056,2022-7-29 20:36:18,27.06,1058.56,14.93\r,1,0\r\n'
b'32.914073,-117.100058,2022-7-29 20:36:20,27.31,1052.56,14.99\r,1,0\r\n'
b'32.914073,-117.100058,2022-7-29 20:36:20,27.38,1050.04,14.81\r,1,0\r\n'
b'32.914077,-117.100059,2022-7-29 20:36:26,27.50,1056.99,14.45\r,1,0\r\n'
b'32.914077,-117.100059,2022-7-29 20:36:26,27.44,985.10,15.48\r,1,0\r\n'
b'32.914076,-117.100057,2022-7-29 20:36:30,27.50,1047.54,14.87\r,1,0\r\n'
b'32.914076,-117.100057,2022-7-29 20:36:30,27.56,1041.60,14.97\r,1,0\r\n'
b'32.914072,-117.100056,2022-7-29 20:36:34,27.56,1040.36,14.81\r,1,0\r\n'
b'32.914072,-117.100056,2022-7-29 20:36:34,27.63,1049.76,14.91\r,1,0\r\n'
b'32.914070,-117.100054,2022-7-29 20:36:38,27.63,1034.45,14.76\r,1,0\r\n'
b'32.914070,-117.100054,2022-7-29 20:36:38,27.69,999.84,15.27\r,1,0\r\n'
b'32.914070,-117.100054,2022-7-29 20:36:38,27.56,1051.01,15.25\r,1,0\r\n'
b'32.914066,-117.100052,2022-7-29 20:36:44,27.63,1031.01,15.18\r,1,0\r\n'
b'32.914067,-117.100052,2022-7-29 20:36:46,27.75,1042.58,14.59\r,1,0\r\n'
b'32.914067,-117.100052,2022-7-29 20:36:48,27.69,984.96,15.23\r,1,0\r\n'
b'32.914066,-117.100049,2022-7-29 20:36:50,27.75,1037.89,14.64\r,1,0\r\n'
b'32.914067,-117.100048,2022-7-29 20:36:52,27.75,1033.22,14.61\r,1,0\r\n'
b'32.914068,-117.100047,2022-7-29 20:36:54,27.69,1042.58,14.53\r,1,0\r\n'
b'32.914069,-117.100048,2022-7-29 20:36:56,27.69,1037.89,14.93\r,1,0\r\n'
b'32.914069,-117.100048,2022-7-29 20:36:56,27.63,1056.71,15.34\r,1,0\r\n'
b'32.914069,-117.100048,2022-7-29 20:36:56,27.75,150.74,9.64\r,1,0\r\n'
b'32.914067,-117.100059,2022-7-29 20:37:04,27.69,159.76,7.02\r,1,0\r\n'
b'32.914067,-117.100059,2022-7-29 20:37:04,27.50,633.49,6.61\r,1,0\r\n'
b'32.914060,-117.100051,2022-7-29 20:37:08,27.31,611.60,5.94\r,1,0\r\n'
b'32.914060,-117.100051,2022-7-29 20:37:08,27.06,436.30,7.71\r,1,0\r\n'
b'32.914062,-117.100048,2022-7-29 20:37:12,26.63,595.31,8.31\r,1,0\r\n'
b'32.914019,-117.100022,2022-7-29 20:37:16,26.44,581.15,8.36\r,1,0\r\n'
b'32.914019,-117.100022,2022-7-29 20:37:16,26.25,578.47,8.38\r,1,0\r\n'
b'32.913975,-117.099992,2022-7-29 20:37:20,26.25,571.68,7.53\r,1,0\r\n'
b'32.913953,-117.099976,2022-7-29 20:37:22,26.06,598.50,7.51\r,1,0\r\n'
b'32.913902,-117.099940,2022-7-29 20:37:26,25.63,600.71,7.50\r,1,0\r\n'
b'32.913885,-117.099913,2022-7-29 20:37:28,25.69,644.49,7.48\r,1,0\r\n'
b'32.913866,-117.099881,2022-7-29 20:37:30,25.56,603.68,7.46\r,1,0\r\n'
b'32.913848,-117.099859,2022-7-29 20:37:32,25.44,646.89,7.47\r,1,0\r\n'
b'32.913848,-117.099859,2022-7-29 20:37:32,25.38,651.07,7.45\r,1,0\r\n'
b'32.913848,-117.099859,2022-7-29 20:37:32,25.38,656.06,7.43\r,1,0\r\n'
b'32.913841,-117.099796,2022-7-29 20:37:40,25.31,647.69,8.33\r,1,0\r\n'
b'32.913841,-117.099796,2022-7-29 20:37:40,25.25,616.58,8.30\r,1,0\r\n'
b'32.913888,-117.099777,2022-7-29 20:37:44,25.25,527.28,7.41\r,1,0\r\n'
b'32.913888,-117.099777,2022-7-29 20:37:44,25.13,646.72,8.28\r,1,0\r\n'
b'32.913905,-117.099737,2022-7-29 20:37:48,25.13,301.16,7.39\r,1,0\r\n'
b'32.913905,-117.099737,2022-7-29 20:37:48,25.06,270.43,8.26\r,1,0\r\n'
b'32.913915,-117.099715,2022-7-29 20:37:52,25.00,288.11,7.34\r,1,0\r\n'
b'32.913915,-117.099715,2022-7-29 20:37:52,24.94,297.44,7.64\r,1,0\r\n'
b'32.913893,-117.099686,2022-7-29 20:37:56,24.88,293.32,7.33\r,1,0\r\n'
b'32.913885,-117.099683,2022-7-29 20:37:58,24.81,298.18,7.35\r,1,0\r\n'
b'32.913876,-117.099642,2022-7-29 20:38:00,24.81,289.56,7.33\r,1,0\r\n'
b'32.913871,-117.099633,2022-7-29 20:38:02,24.75,294.80,8.22\r,1,0\r\n'
b'32.913868,-117.099627,2022-7-29 20:38:04,24.69,289.92,7.32\r,1,0\r\n'
b'32.913869,-117.099615,2022-7-29 20:38:06,24.69,285.76,7.32\r,1,0\r\n'
b'32.913869,-117.099600,2022-7-29 20:38:08,24.63,285.76,7.31\r,1,0\r\n'
b'32.913864,-117.099580,2022-7-29 20:38:10,24.63,295.17,7.31\r,1,0\r\n'
b'32.913864,-117.099580,2022-7-29 20:38:10,24.44,277.38,7.30\r,1,0\r\n'
b'32.913857,-117.099504,2022-7-29 20:38:16,24.56,295.55,7.29\r,1,0\r\n'
b'32.913857,-117.099504,2022-7-29 20:38:16,24.56,300.07,7.28\r,1,0\r\n'
b'32.913836,-117.099454,2022-7-29 20:38:20,24.44,295.17,7.24\r,1,0\r\n'
b'32.913836,-117.099454,2022-7-29 20:38:20,24.56,290.65,7.27\r,1,0\r\n'
b'32.913814,-117.099440,2022-7-29 20:38:24,24.56,290.65,7.27\r,1,0\r\n'
b'32.913814,-117.099440,2022-7-29 20:38:24,24.56,295.17,7.27\r,1,0\r\n'
b'32.913804,-117.099446,2022-7-29 20:38:28,24.63,290.28,7.25\r,1,0\r\n'
b'32.913804,-117.099446,2022-7-29 20:38:28,24.56,286.12,7.25\r,1,0\r\n'
b'32.913804,-117.099446,2022-7-29 20:38:28,24.56,290.65,7.26\r,1,0\r\n'
b'32.913798,-117.099443,2022-7-29 20:38:34,24.56,295.17,7.24\r,1,0\r\n'
b'32.913796,-117.099443,2022-7-29 20:38:36,24.56,304.19,7.23\r,1,0\r\n'
b'32.913795,-117.099444,2022-7-29 20:38:38,24.56,290.65,7.24\r,1,0\r\n'
